Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
511,Jake Meyers,27,HOU,AL,107,333,301,40,68,16,1,9,32,5,2,26,86,.226,.297,.375,.673,85,113,2,5,0,1,0,*8H/7,meyerja02
512,Drew Millas#,25,WSN,NL,6,14,12,1,4,0,0,1,4,0,0,2,0,.333,.429,.583,1.012,178,7,1,0,0,0,0,/2H,milladr01
513,Brad Miller*,33,TEX,AL,27,67,56,8,12,4,0,1,6,0,0,10,11,.214,.328,.339,.668,83,19,1,0,0,1,0,D/H351,millebr02
514,Owen Miller,26,MIL,NL,90,314,291,29,76,17,0,5,27,13,2,17,61,.261,.303,.371,.674,84,108,6,2,0,4,1,435H/7D9,milleow01
515,Shelby Miller,32,LAD,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,millesh01
516,Jose Miranda,25,MIN,AL,40,152,142,12,30,4,0,3,13,0,0,9,24,.211,.263,.303,.566,56,43,8,1,0,0,0,5/D3H,miranjo01
517,Calvin Mitchell*,24,PIT,NL,2,5,4,0,0,0,0,0,0,0,0,1,1,.000,.200,.000,.200,-38,0,0,0,0,0,0,/H9,mitchca01
518,Garrett Mitchell*,24,MIL,NL,16,62,58,9,15,1,1,3,6,1,0,4,24,.259,.306,.466,.772,108,27,0,0,0,0,0,8/H,mitchga01
519,Andruw Monasterio,26,MIL,NL,80,283,253,35,68,14,1,3,25,7,1,28,57,.269,.343,.368,.710,95,93,7,1,0,1,0,54/HD6,monasan01
520,Yoán Moncada#,28,CHW,AL,83,320,300,33,77,17,1,8,36,1,0,17,94,.257,.300,.400,.700,89,120,5,2,0,1,0,5/H,moncayo01
521,Mickey Moniak*,25,LAA,AL,83,316,304,33,85,21,2,13,43,6,3,9,110,.280,.307,.490,.797,112,149,4,3,0,0,1,897/H,moniami01
522,Elehuris Montero,24,COL,NL,73,256,235,30,58,13,2,7,33,0,0,13,92,.247,.297,.409,.705,81,96,4,5,0,3,0,3D5/H,monteel01
523,Rafael Montero,32,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,montera01
524,Coco Montes,26,COL,NL,18,41,38,3,7,2,0,1,3,0,0,2,12,.184,.244,.316,.560,44,12,0,1,0,0,0,4/5H6,monteco01
525,Dylan Moore,30,SEA,AL,55,141,124,15,26,7,1,7,19,7,3,13,50,.210,.305,.452,.757,109,56,1,4,0,0,0,H47/6D3985,mooredy01
526,Jovani Moran*,26,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,moranjo01
527,Christopher Morel,24,CHC,NL,97,386,350,55,87,15,2,23,67,5,2,31,124,.249,.312,.500,.812,115,175,7,2,1,2,0,D48/795H6,morelch01
528,Gabriel Moreno,23,ARI,NL,100,336,305,30,88,17,1,7,44,6,2,25,68,.289,.339,.420,.759,107,128,14,1,0,5,0,2H/D,morenga01
529,Taylor Motter,33,STL,NL,29,82,76,3,13,3,0,0,2,0,0,5,31,.171,.232,.211,.442,23,16,0,1,0,0,0,45/H63D9,motteta01
530,Ryan Mountcastle,26,BAL,AL,111,459,413,63,111,20,1,18,67,3,1,36,106,.269,.327,.453,.780,115,187,13,3,0,7,1,3D/H,mountry01
531,Mike Moustakas*,34,TOT,MLB,108,370,337,43,85,15,0,12,47,0,0,23,90,.252,.300,.404,.704,86,136,7,3,0,7,1,53H/D,moustmi01
532,Mike Moustakas*,34,COL,NL,47,136,115,21,31,7,0,4,17,0,0,17,34,.270,.360,.435,.795,106,50,1,1,0,3,1,3H5/D,moustmi01
533,Mike Moustakas*,34,LAA,AL,61,234,222,22,54,8,0,8,30,0,0,6,56,.243,.265,.387,.652,74,86,6,2,0,4,0,53/HD,moustmi01
534,Cedric Mullins*,28,BAL,AL,102,405,358,47,89,21,3,14,68,17,3,40,85,.249,.323,.441,.765,111,158,6,1,3,3,1,8/HD,mullice01
535,Max Muncy*,32,LAD,NL,123,524,435,87,91,16,1,35,100,1,2,77,140,.209,.332,.492,.824,119,214,7,6,0,6,4,*5/DH,muncyma01
536,Andrés Muñoz,24,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,munozan01
537,Penn Murfee,29,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,murfepe01
538,Sean Murphy,28,ATL,NL,101,411,348,62,92,21,0,20,67,0,0,44,90,.264,.375,.497,.872,132,173,17,18,0,1,0,2/DH,murphse01
539,Tom Murphy,32,SEA,AL,47,159,145,19,42,12,0,8,17,0,0,10,44,.290,.335,.538,.873,140,78,4,1,0,2,0,2/DH,murphto04
540,Dane Myers,27,MIA,NL,22,70,67,9,18,3,0,1,9,1,1,2,19,.269,.286,.358,.644,74,24,1,0,0,1,0,8/D7H,myersda01
541,Wil Myers,32,CIN,NL,37,141,127,11,24,3,0,3,12,2,1,12,48,.189,.257,.283,.541,45,36,3,0,1,1,0,93/DH,myerswi01
542,James Naile,30,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,naileja01
543,Omar Narváez*,31,NYM,NL,42,126,109,11,20,4,0,1,6,0,0,13,23,.183,.264,.248,.512,44,27,1,0,1,3,0,2/H,narvaom01
544,Bo Naylor*,23,CLE,AL,59,203,177,25,41,11,0,8,24,4,0,24,49,.232,.325,.429,.755,109,76,1,1,0,1,1,2/H,naylobo01
545,Josh Naylor*,26,CLE,AL,108,439,405,46,127,28,0,17,91,9,2,27,62,.314,.353,.509,.862,137,206,9,1,0,6,8,3D/H9,naylojo01
546,Kyle Nelson*,26,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,nelsoky01
547,Hector Neris,34,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,nerishe01
548,Zach Neto,22,LAA,AL,72,275,244,32,55,14,0,8,30,5,0,15,62,.225,.303,.381,.684,85,93,4,13,1,2,0,6/H,netoza01
549,Tyler Nevin,26,DET,AL,31,81,66,8,11,2,0,1,6,0,1,11,18,.167,.309,.242,.551,55,16,1,3,0,1,0,/5DH739,nevinty01
550,Kevin Newman,29,CIN,NL,74,253,225,28,57,16,0,3,28,8,1,17,34,.253,.311,.364,.675,81,82,7,4,2,5,0,564H/3D,newmake01
551,Tomás Nido,29,NYM,NL,22,61,56,5,7,0,0,0,1,0,0,2,18,.125,.153,.125,.278,-21,7,2,0,2,1,0,2/H,nidoto01
552,Brandon Nimmo*,30,NYM,NL,142,636,551,81,146,26,5,23,60,3,3,69,138,.265,.356,.456,.811,123,251,6,11,1,4,0,*8/7DH,nimmobr01
553,Ryan Noda*,27,OAK,AL,114,439,357,59,85,21,1,15,52,3,1,70,144,.238,.376,.429,.804,129,153,4,10,0,2,1,*3H/D97,nodary01
554,Austin Nola,33,SDP,NL,52,154,130,9,19,3,0,1,8,0,0,18,31,.146,.260,.192,.452,31,25,5,2,4,0,0,2/H,nolaau01
555,Lars Nootbaar*,25,STL,NL,103,447,376,68,101,21,1,13,43,10,1,66,87,.269,.377,.434,.810,123,163,6,1,1,3,2,*897/HD,nootbla01
556,Ryan O'Hearn*,29,BAL,AL,98,316,298,43,88,19,1,13,55,4,1,13,71,.295,.326,.497,.823,126,148,2,2,0,3,1,39HD/7,ohearry01
557,Logan O'Hoppe,23,LAA,AL,39,150,139,14,31,5,0,10,22,0,1,8,36,.223,.273,.475,.748,98,66,4,2,0,1,0,2/DH,ohopplo01
558,Brian O'Keefe,29,SEA,AL,8,21,19,0,2,2,0,0,2,0,0,2,7,.105,.190,.211,.401,13,4,2,0,0,0,0,/2H,okeefbr01
559,Tyler O'Neill,28,STL,NL,72,266,238,27,55,14,0,9,21,5,0,28,67,.231,.312,.403,.715,95,96,5,0,0,0,0,78/HD,oneilty01
560,Rougned Odor*,29,SDP,NL,59,157,138,21,28,9,0,4,18,2,1,17,37,.203,.299,.355,.654,84,49,2,2,0,0,0,4H/5D93,odorro01
561,Shohei Ohtani*,28,LAA,AL,135,599,497,102,151,26,8,44,95,20,6,91,143,.304,.412,.654,1.066,183,325,9,3,0,3,21,*D1,ohtansh01
562,Chris Okey,28,LAA,AL,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2,okeych01
